,STATION,NAME,DATE,LATITUDE,LONGITUDE,EMNT
18,USW00053916,"CHILLICOTHE AGRI SCIENCE CENTER, MO US",2018,39.82333,-93.57916999999999,-24.3
19,USW00053916,"CHILLICOTHE AGRI SCIENCE CENTER, MO US",2019,39.82333,-93.57916999999999,-24.3
72,USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",2014,33.6361,-91.7556,-12.1
73,USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",2015,33.6361,-91.7556,-11.6
74,USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",2016,33.6361,-91.7556,-6.6
75,USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",2017,33.6361,-91.7556,-9.3
76,USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",2018,33.6361,-91.7556,-14.3
77,USW00053919,"MONTICELLO MUNICIPAL AIRPORT, AR US",2019,33.6361,-91.7556,-8.8
22,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2014,30.0494,-90.0288,-3.2
23,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2015,30.0494,-90.0288,-2.7
24,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2016,30.0494,-90.0288,0.0
25,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2017,30.0494,-90.0288,-2.1
26,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2018,30.0494,-90.0288,-6.6
27,USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2019,30.0494,-90.0288,0.0
14,USW00053920,"RUSSELLVILLE MUNICIPAL AIRPORT, AR US",2014,35.25778,-93.09472,-14.9
15,USW00053920,"RUSSELLVILLE MUNICIPAL AIRPORT, AR US",2015,35.25778,-93.09472,-13.2
16,USW00053920,"RUSSELLVILLE MUNICIPAL AIRPORT, AR US",2016,35.25778,-93.09472,-12.1
17,USW00053920,"RUSSELLVILLE MUNICIPAL AIRPORT, AR US",2017,35.25778,-93.09472,-14.3
18,USW00053920,"RUSSELLVILLE MUNICIPAL AIRPORT, AR US",2018,35.25778,-93.09472,-14.9
19,USW00053920,"RUSSELLVILLE MUNICIPAL AIRPORT, AR US",2019,35.25778,-93.09472,-8.8
15,USW00053918,"MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US",2014,36.36889,-92.47028,-18.2
16,USW00053918,"MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US",2015,36.36889,-92.47028,-16.6
17,USW00053918,"MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US",2016,36.36889,-92.47028,-14.9
18,USW00053918,"MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US",2017,36.36889,-92.47028,-14.3
19,USW00053918,"MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US",2018,36.36889,-92.47028,-18.8
20,USW00053918,"MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US",2019,36.36889,-92.47028,-12.7
12,USW00053921,"MOUNT IDA, AR US",2014,34.5467,-93.57799999999999,-14.9
13,USW00053921,"MOUNT IDA, AR US",2015,34.5467,-93.57799999999999,-13.2
14,USW00053921,"MOUNT IDA, AR US",2016,34.5467,-93.57799999999999,-11.6
15,USW00053921,"MOUNT IDA, AR US",2017,34.5467,-93.57799999999999,-12.7
16,USW00053921,"MOUNT IDA, AR US",2018,34.5467,-93.57799999999999,-16.0
17,USW00053921,"MOUNT IDA, AR US",2019,34.5467,-93.57799999999999,-9.3
14,USW00053922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",2014,36.28333,-94.3,-19.9
15,USW00053922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",2015,36.28333,-94.3,-16.0
16,USW00053922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",2016,36.28333,-94.3,-16.0
17,USW00053922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",2017,36.28333,-94.3,-15.5
18,USW00053922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",2018,36.28333,-94.3,-17.7
19,USW00053922,"FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US",2019,36.28333,-94.3,-13.8
11,USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",2014,34.0502,-94.4008,-12.7
12,USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",2015,34.0502,-94.4008,-11.0
13,USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",2016,34.0502,-94.4008,-10.5
14,USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",2017,34.0502,-94.4008,-13.8
15,USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",2018,34.0502,-94.4008,-14.3
16,USW00053925,"DE QUEEN SEVIER CO AIRPORT, AR US",2019,34.0502,-94.4008,-6.6
11,USW00053926,"STILLWATER 2 W, OK US",2014,36.1181,-97.0914,-18.0
12,USW00053926,"STILLWATER 2 W, OK US",2015,36.1181,-97.0914,-13.7
13,USW00053926,"STILLWATER 2 W, OK US",2016,36.1181,-97.0914,-17.5
14,USW00053926,"STILLWATER 2 W, OK US",2017,36.1181,-97.0914,-18.4
15,USW00053926,"STILLWATER 2 W, OK US",2018,36.1181,-97.0914,-16.4
16,USW00053926,"STILLWATER 2 W, OK US",2019,36.1181,-97.0914,-12.3
11,USW00053927,"STILLWATER 5 WNW, OK US",2014,36.1346,-97.1082,-20.5
12,USW00053927,"STILLWATER 5 WNW, OK US",2015,36.1346,-97.1082,-14.6
13,USW00053927,"STILLWATER 5 WNW, OK US",2016,36.1346,-97.1082,-17.8
14,USW00053927,"STILLWATER 5 WNW, OK US",2017,36.1346,-97.1082,-19.5
15,USW00053927,"STILLWATER 5 WNW, OK US",2018,36.1346,-97.1082,-17.1
16,USW00053927,"STILLWATER 5 WNW, OK US",2019,36.1346,-97.1082,-12.4
10,USW00053961,"MONROE 26 N, LA US",2014,32.8833,-92.1165,-12.2
11,USW00053961,"MONROE 26 N, LA US",2015,32.8833,-92.1165,-8.8
12,USW00053961,"MONROE 26 N, LA US",2016,32.8833,-92.1165,-5.8
13,USW00053961,"MONROE 26 N, LA US",2017,32.8833,-92.1165,-9.5
14,USW00053961,"MONROE 26 N, LA US",2018,32.8833,-92.1165,-13.0
15,USW00053961,"MONROE 26 N, LA US",2019,32.8833,-92.1165,-7.4
10,USW00053960,"LAFAYETTE 13 SE, LA US",2014,30.0918,-91.8731,-8.8
11,USW00053960,"LAFAYETTE 13 SE, LA US",2015,30.0918,-91.8731,-5.2
12,USW00053960,"LAFAYETTE 13 SE, LA US",2016,30.0918,-91.8731,-1.9
13,USW00053960,"LAFAYETTE 13 SE, LA US",2017,30.0918,-91.8731,-5.3
14,USW00053960,"LAFAYETTE 13 SE, LA US",2018,30.0918,-91.8731,-8.7
15,USW00053960,"LAFAYETTE 13 SE, LA US",2019,30.0918,-91.8731,-3.8
12,USW00053959,"WEST MEMPHIS MUNICIPAL AIRPORT, AR US",2015,35.135,-90.23444,-13.2
13,USW00053959,"WEST MEMPHIS MUNICIPAL AIRPORT, AR US",2016,35.135,-90.23444,-9.3
14,USW00053959,"WEST MEMPHIS MUNICIPAL AIRPORT, AR US",2017,35.135,-90.23444,-12.1
15,USW00053959,"WEST MEMPHIS MUNICIPAL AIRPORT, AR US",2018,35.135,-90.23444,-16.0
16,USW00053959,"WEST MEMPHIS MUNICIPAL AIRPORT, AR US",2019,35.135,-90.23444,-8.2
10,USW00053968,"PALESTINE 6 WNW, TX US",2014,31.7796,-95.7232,-8.5
11,USW00053968,"PALESTINE 6 WNW, TX US",2015,31.7796,-95.7232,-7.6
12,USW00053968,"PALESTINE 6 WNW, TX US",2016,31.7796,-95.7232,-7.0
13,USW00053968,"PALESTINE 6 WNW, TX US",2017,31.7796,-95.7232,-10.5
14,USW00053968,"PALESTINE 6 WNW, TX US",2018,31.7796,-95.7232,-12.7
15,USW00053968,"PALESTINE 6 WNW, TX US",2019,31.7796,-95.7232,-7.1
10,USW00053974,"MANHATTAN 6 SSW, KS US",2014,39.1027,-96.6098,-24.1
11,USW00053974,"MANHATTAN 6 SSW, KS US",2015,39.1027,-96.6098,-19.6
12,USW00053974,"MANHATTAN 6 SSW, KS US",2016,39.1027,-96.6098,-27.8
13,USW00053974,"MANHATTAN 6 SSW, KS US",2017,39.1027,-96.6098,-21.5
14,USW00053974,"MANHATTAN 6 SSW, KS US",2018,39.1027,-96.6098,-23.4
15,USW00053974,"MANHATTAN 6 SSW, KS US",2019,39.1027,-96.6098,-19.6
7,USW00053988,"FORT POLK FULLERTON LANDING STRIP, LA US",2016,31.0217,-92.9107,-3.2
17,USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",2014,44.3675,-71.545,-30.5
18,USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",2015,44.3675,-71.545,-36.0
19,USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",2016,44.3675,-71.545,-28.8
20,USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",2017,44.3675,-71.545,-31.6
21,USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",2018,44.3675,-71.545,-36.0
22,USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",2019,44.3675,-71.545,-29.3
15,USW00054704,"NORWOOD MEMORIAL AIRPORT, MA US",2014,42.19083,-71.17361,-26.6
16,USW00054704,"NORWOOD MEMORIAL AIRPORT, MA US",2015,42.19083,-71.17361,-29.3
17,USW00054704,"NORWOOD MEMORIAL AIRPORT, MA US",2016,42.19083,-71.17361,-23.2
18,USW00054704,"NORWOOD MEMORIAL AIRPORT, MA US",2017,42.19083,-71.17361,-21.6
19,USW00054704,"NORWOOD MEMORIAL AIRPORT, MA US",2018,42.19083,-71.17361,-22.7
20,USW00054704,"NORWOOD MEMORIAL AIRPORT, MA US",2019,42.19083,-71.17361,-16.0
15,USW00054734,"DANBURY MUNICIPAL AIRPORT, CT US",2014,41.371390000000005,-73.48278,-21.6
16,USW00054734,"DANBURY MUNICIPAL AIRPORT, CT US",2015,41.371390000000005,-73.48278,-24.9
17,USW00054734,"DANBURY MUNICIPAL AIRPORT, CT US",2016,41.371390000000005,-73.48278,-23.2
18,USW00054734,"DANBURY MUNICIPAL AIRPORT, CT US",2017,41.371390000000005,-73.48278,-20.5
19,USW00054734,"DANBURY MUNICIPAL AIRPORT, CT US",2018,41.371390000000005,-73.48278,-25.5
20,USW00054734,"DANBURY MUNICIPAL AIRPORT, CT US",2019,41.371390000000005,-73.48278,-18.8
15,USW00054733,"BEVERLY MUNICIPAL AIRPORT, MA US",2014,42.58417,-70.9175,-21.6
16,USW00054733,"BEVERLY MUNICIPAL AIRPORT, MA US",2015,42.58417,-70.9175,-22.1
17,USW00054733,"BEVERLY MUNICIPAL AIRPORT, MA US",2016,42.58417,-70.9175,-23.8
18,USW00054733,"BEVERLY MUNICIPAL AIRPORT, MA US",2017,42.58417,-70.9175,-18.8
19,USW00054733,"BEVERLY MUNICIPAL AIRPORT, MA US",2018,42.58417,-70.9175,-19.9
20,USW00054733,"BEVERLY MUNICIPAL AIRPORT, MA US",2019,42.58417,-70.9175,-16.6
17,USW00054740,"SPRINGFIELD HARTNESS STATE AIRPORT, VT US",2014,43.34361,-72.51778,-27.7
18,USW00054740,"SPRINGFIELD HARTNESS STATE AIRPORT, VT US",2015,43.34361,-72.51778,-28.2
19,USW00054740,"SPRINGFIELD HARTNESS STATE AIRPORT, VT US",2016,43.34361,-72.51778,-26.0
20,USW00054740,"SPRINGFIELD HARTNESS STATE AIRPORT, VT US",2017,43.34361,-72.51778,-26.6
21,USW00054740,"SPRINGFIELD HARTNESS STATE AIRPORT, VT US",2018,43.34361,-72.51778,-29.9
22,USW00054740,"SPRINGFIELD HARTNESS STATE AIRPORT, VT US",2019,43.34361,-72.51778,-25.5
14,USW00054737,"LANCASTER AIRPORT, PA US",2014,40.12028,-76.29444000000001,-19.9
15,USW00054737,"LANCASTER AIRPORT, PA US",2015,40.12028,-76.29444000000001,-19.3
16,USW00054737,"LANCASTER AIRPORT, PA US",2016,40.12028,-76.29444000000001,-17.1
17,USW00054737,"LANCASTER AIRPORT, PA US",2017,40.12028,-76.29444000000001,-17.7
18,USW00054737,"LANCASTER AIRPORT, PA US",2018,40.12028,-76.29444000000001,-19.3
19,USW00054737,"LANCASTER AIRPORT, PA US",2019,40.12028,-76.29444000000001,-19.3
14,USW00054742,"SAINT JOHNSBURY ASOS, VT US",2014,44.42,-72.0194,-29.3
15,USW00054742,"SAINT JOHNSBURY ASOS, VT US",2015,44.42,-72.0194,-32.1
16,USW00054742,"SAINT JOHNSBURY ASOS, VT US",2016,44.42,-72.0194,-27.7
17,USW00054742,"SAINT JOHNSBURY ASOS, VT US",2017,44.42,-72.0194,-28.8
18,USW00054742,"SAINT JOHNSBURY ASOS, VT US",2018,44.42,-72.0194,-32.7
19,USW00054742,"SAINT JOHNSBURY ASOS, VT US",2019,44.42,-72.0194,-26.6
14,USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2014,40.87639,-74.28305999999999,-18.2
15,USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2015,40.87639,-74.28305999999999,-19.9
16,USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2016,40.87639,-74.28305999999999,-18.8
17,USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2017,40.87639,-74.28305999999999,-13.8
18,USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2018,40.87639,-74.28305999999999,-18.2
19,USW00054743,"CALDWELL ESSEX CO AIRPORT, NJ US",2019,40.87639,-74.28305999999999,-17.7
18,USW00054756,"ORANGE MUNICIPAL AIRPORT, MA US",2015,42.57,-72.29111,-29.3
19,USW00054756,"ORANGE MUNICIPAL AIRPORT, MA US",2016,42.57,-72.29111,-26.6
22,USW00054756,"ORANGE MUNICIPAL AIRPORT, MA US",2019,42.57,-72.29111,-23.8
13,USW00054757,"WELLSVILLE MUNICIPAL AIRPORT, NY US",2014,42.10944,-77.99194,-25.5
14,USW00054757,"WELLSVILLE MUNICIPAL AIRPORT, NY US",2015,42.10944,-77.99194,-26.0
15,USW00054757,"WELLSVILLE MUNICIPAL AIRPORT, NY US",2016,42.10944,-77.99194,-26.0
16,USW00054757,"WELLSVILLE MUNICIPAL AIRPORT, NY US",2017,42.10944,-77.99194,-19.9
18,USW00054757,"WELLSVILLE MUNICIPAL AIRPORT, NY US",2019,42.10944,-77.99194,-24.3
17,USW00054767,"WILLIMANTIC WINDHAM AIRPORT, CT US",2014,41.74194,-72.18361,-22.7
18,USW00054767,"WILLIMANTIC WINDHAM AIRPORT, CT US",2015,41.74194,-72.18361,-26.6
20,USW00054767,"WILLIMANTIC WINDHAM AIRPORT, CT US",2017,41.74194,-72.18361,-21.0
21,USW00054767,"WILLIMANTIC WINDHAM AIRPORT, CT US",2018,41.74194,-72.18361,-22.1
22,USW00054767,"WILLIMANTIC WINDHAM AIRPORT, CT US",2019,41.74194,-72.18361,-18.8
19,USW00054768,"NORTH ADAMS HARRIMAN AIRPORT, MA US",2014,42.69728,-73.16967,-26.0
20,USW00054768,"NORTH ADAMS HARRIMAN AIRPORT, MA US",2015,42.69728,-73.16967,-28.8
21,USW00054768,"NORTH ADAMS HARRIMAN AIRPORT, MA US",2016,42.69728,-73.16967,-27.1
22,USW00054768,"NORTH ADAMS HARRIMAN AIRPORT, MA US",2017,42.69728,-73.16967,-20.5
23,USW00054768,"NORTH ADAMS HARRIMAN AIRPORT, MA US",2018,42.69728,-73.16967,-26.6
24,USW00054768,"NORTH ADAMS HARRIMAN AIRPORT, MA US",2019,42.69728,-73.16967,-22.7
16,USW00054769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",2014,41.90972,-70.72944,-22.7
17,USW00054769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",2015,41.90972,-70.72944,-24.3
18,USW00054769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",2016,41.90972,-70.72944,-23.2
19,USW00054769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",2017,41.90972,-70.72944,-19.3
20,USW00054769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",2018,41.90972,-70.72944,-18.8
21,USW00054769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",2019,41.90972,-70.72944,-16.0
20,USW00054770,"JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US",2014,42.805,-72.00361,-27.7
22,USW00054770,"JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US",2016,42.805,-72.00361,-26.6
23,USW00054770,"JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US",2017,42.805,-72.00361,-23.8
24,USW00054770,"JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US",2018,42.805,-72.00361,-27.7
17,USW00054771,"MORRISVILLE STOWE STATE AIRPORT, VT US",2014,44.534440000000004,-72.61444,-31.0
18,USW00054771,"MORRISVILLE STOWE STATE AIRPORT, VT US",2015,44.534440000000004,-72.61444,-33.8
19,USW00054771,"MORRISVILLE STOWE STATE AIRPORT, VT US",2016,44.534440000000004,-72.61444,-27.1
20,USW00054771,"MORRISVILLE STOWE STATE AIRPORT, VT US",2017,44.534440000000004,-72.61444,-31.0
21,USW00054771,"MORRISVILLE STOWE STATE AIRPORT, VT US",2018,44.534440000000004,-72.61444,-31.0
22,USW00054771,"MORRISVILLE STOWE STATE AIRPORT, VT US",2019,44.534440000000004,-72.61444,-28.2
17,USW00054772,"FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US",2014,43.990559999999995,-70.9475,-33.8
18,USW00054772,"FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US",2015,43.990559999999995,-70.9475,-31.6
19,USW00054772,"FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US",2016,43.990559999999995,-70.9475,-28.8
20,USW00054772,"FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US",2017,43.990559999999995,-70.9475,-33.2
21,USW00054772,"FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US",2018,43.990559999999995,-70.9475,-34.9
22,USW00054772,"FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US",2019,43.990559999999995,-70.9475,-25.5
16,USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2014,43.34972,-76.38472,-24.9
17,USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2015,43.34972,-76.38472,-23.8
18,USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2016,43.34972,-76.38472,-26.6
19,USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2017,43.34972,-76.38472,-21.0
21,USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2019,43.34972,-76.38472,-20.5
16,USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2014,41.87556,-71.02111,-24.3
17,USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2015,41.87556,-71.02111,-26.6
18,USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2016,41.87556,-71.02111,-22.7
19,USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2017,41.87556,-71.02111,-23.2
20,USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2018,41.87556,-71.02111,-21.6
21,USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",2019,41.87556,-71.02111,-16.0
16,USW00054778,"PENN YAN AIRPORT, NY US",2014,42.6425,-77.05639000000001,-25.5
17,USW00054778,"PENN YAN AIRPORT, NY US",2015,42.6425,-77.05639000000001,-24.3
18,USW00054778,"PENN YAN AIRPORT, NY US",2016,42.6425,-77.05639000000001,-22.7
19,USW00054778,"PENN YAN AIRPORT, NY US",2017,42.6425,-77.05639000000001,-17.1
21,USW00054778,"PENN YAN AIRPORT, NY US",2019,42.6425,-77.05639000000001,-21.6
12,USW00054779,"AEROFLEX ANDOVER AIRPORT, NJ US",2016,41.00928,-74.73633000000001,-20.5
13,USW00054779,"AEROFLEX ANDOVER AIRPORT, NJ US",2017,41.00928,-74.73633000000001,-16.0
11,USW00054780,"MONTAUK AIRPORT, NY US",2014,41.07306,-71.92333,-14.9
13,USW00054780,"MONTAUK AIRPORT, NY US",2016,41.07306,-71.92333,-18.8
14,USW00054780,"MONTAUK AIRPORT, NY US",2017,41.07306,-71.92333,-10.5
15,USW00054780,"MONTAUK AIRPORT, NY US",2018,41.07306,-71.92333,-13.8
16,USW00054780,"MONTAUK AIRPORT, NY US",2019,41.07306,-71.92333,-14.9
15,USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",2014,42.89351,-73.24876,-27.1
16,USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",2015,42.89351,-73.24876,-28.2
17,USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",2016,42.89351,-73.24876,-27.1
18,USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",2017,42.89351,-73.24876,-23.8
19,USW00054781,"BENNINGTON MORSE STATE AIRPORT, VT US",2018,42.89351,-73.24876,-30.5
14,USW00054782,"HERITAGE FIELD AIRPORT, PA US",2014,40.23802,-75.55493,-18.8
15,USW00054782,"HERITAGE FIELD AIRPORT, PA US",2015,40.23802,-75.55493,-18.2
16,USW00054782,"HERITAGE FIELD AIRPORT, PA US",2016,40.23802,-75.55493,-15.5
17,USW00054782,"HERITAGE FIELD AIRPORT, PA US",2017,40.23802,-75.55493,-17.1
18,USW00054782,"HERITAGE FIELD AIRPORT, PA US",2018,40.23802,-75.55493,-17.7
19,USW00054782,"HERITAGE FIELD AIRPORT, PA US",2019,40.23802,-75.55493,-21.6
14,USW00054785,"SOMERSET AIRPORT, NJ US",2014,40.62405,-74.66905,-22.7
16,USW00054785,"SOMERSET AIRPORT, NJ US",2016,40.62405,-74.66905,-17.1
17,USW00054785,"SOMERSET AIRPORT, NJ US",2017,40.62405,-74.66905,-16.6
18,USW00054785,"SOMERSET AIRPORT, NJ US",2018,40.62405,-74.66905,-21.6
19,USW00054785,"SOMERSET AIRPORT, NJ US",2019,40.62405,-74.66905,-17.1
14,USW00054786,"DOYLESTOWN AIRPORT, PA US",2014,40.33015,-75.12292,-18.8
16,USW00054786,"DOYLESTOWN AIRPORT, PA US",2016,40.33015,-75.12292,-17.1
17,USW00054786,"DOYLESTOWN AIRPORT, PA US",2017,40.33015,-75.12292,-14.3
18,USW00054786,"DOYLESTOWN AIRPORT, PA US",2018,40.33015,-75.12292,-19.3
19,USW00054786,"DOYLESTOWN AIRPORT, PA US",2019,40.33015,-75.12292,-18.2
14,USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2014,40.73417,-73.41694,-18.2
15,USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2015,40.73417,-73.41694,-16.6
17,USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2017,40.73417,-73.41694,-14.3
18,USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2018,40.73417,-73.41694,-17.1
19,USW00054787,"FARMINGDALE REPUBLIC AIRPORT, NY US",2019,40.73417,-73.41694,-16.6
15,USW00054788,"MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US",2015,41.50972,-72.82778,-23.2
16,USW00054788,"MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US",2016,41.50972,-72.82778,-22.1
17,USW00054788,"MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US",2017,41.50972,-72.82778,-19.3
18,USW00054788,"MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US",2018,41.50972,-72.82778,-25.5
19,USW00054788,"MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US",2019,41.50972,-72.82778,-18.2
14,USW00054789,"MOUNT POCONO POCONO MOUNTAINS MUNICIPAL AIRPORT, PA US",2014,41.13889,-75.37944,-23.2
15,USW00054789,"MOUNT POCONO POCONO MOUNTAINS MUNICIPAL AIRPORT, PA US",2015,41.13889,-75.37944,-26.6
16,USW00054789,"MOUNT POCONO POCONO MOUNTAINS MUNICIPAL AIRPORT, PA US",2016,41.13889,-75.37944,-23.8
17,USW00054789,"MOUNT POCONO POCONO MOUNTAINS MUNICIPAL AIRPORT, PA US",2017,41.13889,-75.37944,-19.3
19,USW00054789,"MOUNT POCONO POCONO MOUNTAINS MUNICIPAL AIRPORT, PA US",2019,41.13889,-75.37944,-23.8
14,USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2014,40.821670000000005,-72.86889000000001,-19.9
15,USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2015,40.821670000000005,-72.86889000000001,-18.8
16,USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2016,40.821670000000005,-72.86889000000001,-18.8
18,USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2018,40.821670000000005,-72.86889000000001,-17.7
19,USW00054790,"SHIRLEY BROOKHAVEN AIRPORT, NY US",2019,40.821670000000005,-72.86889000000001,-15.5
13,USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",2014,43.278059999999996,-70.92222,-23.2
14,USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",2015,43.278059999999996,-70.92222,-23.8
15,USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",2016,43.278059999999996,-70.92222,-24.9
16,USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",2017,43.278059999999996,-70.92222,-24.3
17,USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",2018,43.278059999999996,-70.92222,-22.7
18,USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",2019,43.278059999999996,-70.92222,-19.3
13,USW00054792,"CLEARFIELD LAWRENCE AIRPORT, PA US",2014,41.04667,-78.41167,-24.9
14,USW00054792,"CLEARFIELD LAWRENCE AIRPORT, PA US",2015,41.04667,-78.41167,-27.7
15,USW00054792,"CLEARFIELD LAWRENCE AIRPORT, PA US",2016,41.04667,-78.41167,-18.2
17,USW00054792,"CLEARFIELD LAWRENCE AIRPORT, PA US",2018,41.04667,-78.41167,-22.7
18,USW00054792,"CLEARFIELD LAWRENCE AIRPORT, PA US",2019,41.04667,-78.41167,-22.7
13,USW00054793,"SUSSEX AIRPORT, NJ US",2014,41.19924,-74.62599,-24.9
14,USW00054793,"SUSSEX AIRPORT, NJ US",2015,41.19924,-74.62599,-26.6
16,USW00054793,"SUSSEX AIRPORT, NJ US",2017,41.19924,-74.62599,-15.5
17,USW00054793,"SUSSEX AIRPORT, NJ US",2018,41.19924,-74.62599,-19.9
18,USW00054793,"SUSSEX AIRPORT, NJ US",2019,41.19924,-74.62599,-26.0
12,USW00054794,"DURHAM 2 N, NH US",2014,43.1716,-70.9277,-25.0
13,USW00054794,"DURHAM 2 N, NH US",2015,43.1716,-70.9277,-25.0
14,USW00054794,"DURHAM 2 N, NH US",2016,43.1716,-70.9277,-24.7
15,USW00054794,"DURHAM 2 N, NH US",2017,43.1716,-70.9277,-25.0
16,USW00054794,"DURHAM 2 N, NH US",2018,43.1716,-70.9277,-22.1
11,USW00054795,"DURHAM 2 SSW, NH US",2014,43.1092,-70.9484,-26.2
12,USW00054795,"DURHAM 2 SSW, NH US",2015,43.1092,-70.9484,-27.3
13,USW00054795,"DURHAM 2 SSW, NH US",2016,43.1092,-70.9484,-24.6
14,USW00054795,"DURHAM 2 SSW, NH US",2017,43.1092,-70.9484,-24.8
15,USW00054795,"DURHAM 2 SSW, NH US",2018,43.1092,-70.9484,-22.0
